ProcessName,RegionGroup,Parameters,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
BESS_ST8,Russia,CAPEX,USD/kW,3200,2800,2400,2000,1800,1600,1600,1600,1600,1600
BESS_ST8,China,CAPEX,USD/kW,3200,2800,2400,2000,1800,1600,1600,1600,1600,1600
BESS_ST8,India,CAPEX,USD/kW,3200,2800,2400,2000,1800,1600,1600,1600,1600,1600
BESS_ST8,Middle East,CAPEX,USD/kW,3200,2800,2400,2000,1800,1600,1600,1600,1600,1600
BESS_ST8,Africa,CAPEX,USD/kW,3200,2800,2400,2000,1800,1600,1600,1600,1600,1600
BESS_ST8,Brazil,CAPEX,USD/kW,3200,2800,2400,2000,1800,1600,1600,1600,1600,1600
BESS_ST8,Europe,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST8,United States,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST8,Japan,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST8,Russia,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST8,China,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST8,India,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST8,Middle East,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST8,Africa,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST8,Brazil,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST8,Europe,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST8,United States,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST8,Japan,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST8,Russia,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST8,China,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST8,India,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST8,Middle East,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST8,Africa,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST8,Brazil,varOPEX,USD/kWh,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
BESS_ST8,Europe,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST8,United States,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST8,Japan,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST8,Russia,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST8,China,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST8,India,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST8,Middle East,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST8,Africa,Lifetime,year,15,15,15,15,15,15,15,15,15,15
BESS_ST8,Brazil,Lifetime,year,15,15,15,15,15,15,15,15,15,15
