2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
2201.32,2284.37,2309.95,2345.61,2399.87,2463.42,2536.96,2621.25,2717.22,2825.93
2274.38,2360.19,2386.62,2423.46,2479.53,2545.19,2621.17,2708.26,2807.41,2919.73
2384.13,2474.08,2501.78,2540.40,2599.17,2668.01,2747.65,2838.94,2942.88,3060.61
2510.74,2605.47,2634.64,2675.31,2737.20,2809.69,2893.56,2989.70,3099.16,3223.15
2632.98,2732.32,2762.91,2805.56,2870.46,2946.48,3034.44,3135.26,3250.04,3380.07
2733.02,2836.13,2867.88,2912.16,2979.52,3058.43,3149.73,3254.38,3373.53,3508.49
2800.19,2905.83,2938.37,2983.73,3052.75,3133.60,3227.15,3334.36,3456.44,3594.72
2832.75,2939.63,2972.54,3018.43,3088.26,3170.04,3264.67,3373.14,3496.64,3636.53
2837.25,2944.29,2977.26,3023.22,3093.16,3175.07,3269.86,3378.49,3502.18,3642.30
2825.70,2932.31,2965.15,3010.92,3080.57,3162.16,3256.55,3364.75,3487.94,3627.48
2811.51,2917.59,2950.26,2995.80,3065.10,3146.28,3240.20,3347.85,3470.42,3609.27
2805.15,2910.98,2943.58,2989.02,3058.17,3139.16,3232.87,3340.27,3462.57,3601.10
2810.90,2916.95,2949.61,2995.15,3064.43,3145.59,3239.49,3347.12,3469.66,3608.48
2825.54,2932.15,2964.98,3010.75,3080.40,3161.98,3256.37,3364.56,3487.74,3627.28
2839.34,2946.46,2979.45,3025.45,3095.44,3177.41,3272.26,3380.98,3504.77,3644.98
2839.02,2946.13,2979.12,3025.11,3095.09,3177.06,3271.90,3380.60,3504.37,3644.57
2814.07,2920.24,2952.94,2998.52,3067.89,3149.14,3243.14,3350.89,3473.57,3612.54
2822.50,2928.98,2961.78,3007.50,3077.07,3158.57,3252.85,3360.93,3483.98,3623.36
2755.55,2859.51,2891.53,2936.17,3004.09,3083.65,3175.70,3281.21,3401.34,3537.42
2605.95,2704.27,2734.55,2776.76,2841.00,2916.24,3003.29,3103.07,3216.68,3345.37
2407.76,2498.60,2526.57,2565.58,2624.93,2694.45,2774.88,2867.07,2972.04,3090.94
2338.75,2426.99,2454.17,2492.05,2549.70,2617.23,2695.35,2784.91,2886.86,3002.36
2256.41,2341.54,2367.76,2404.32,2459.93,2525.08,2600.46,2686.86,2785.23,2896.66
2223.83,2307.73,2333.57,2369.59,2424.41,2488.62,2562.91,2648.06,2745.01,2854.83
2247.16,2331.94,2358.05,2394.45,2449.84,2514.72,2589.79,2675.83,2773.80,2884.77
2321.93,2409.53,2436.51,2474.12,2531.36,2598.40,2675.96,2764.87,2866.09,2980.76
2434.12,2525.96,2554.24,2593.67,2653.67,2723.95,2805.26,2898.47,3004.58,3124.79
2563.52,2660.24,2690.03,2731.56,2794.74,2868.76,2954.40,3052.55,3164.31,3290.91
2688.46,2789.89,2821.13,2864.68,2930.95,3008.57,3098.38,3201.32,3318.53,3451.30
2790.73,2896.02,2928.45,2973.65,3042.44,3123.02,3216.25,3323.10,3444.77,3582.58
2859.44,2967.32,3000.55,3046.87,3117.35,3199.91,3295.43,3404.92,3529.58,3670.79
2892.80,3001.94,3035.55,3082.42,3153.72,3237.24,3333.88,3444.64,3570.76,3713.62
2897.47,3006.79,3040.46,3087.39,3158.81,3242.47,3339.26,3450.21,3576.52,3719.61
2885.72,2994.59,3028.12,3074.87,3146.00,3229.31,3325.71,3436.21,3562.01,3704.52
2871.19,2979.52,3012.88,3059.39,3130.17,3213.06,3308.98,3418.92,3544.09,3685.88
2864.59,2972.67,3005.95,3052.36,3122.97,3205.67,3301.37,3411.05,3535.94,3677.40
2870.28,2978.57,3011.92,3058.42,3129.17,3212.04,3307.92,3417.83,3542.96,3684.70
2884.98,2993.83,3027.35,3074.08,3145.20,3228.49,3324.87,3435.33,3561.11,3703.58
2898.77,3008.13,3041.81,3088.77,3160.22,3243.92,3340.75,3451.75,3578.12,3721.27
2903.76,3013.31,3047.05,3094.09,3165.66,3249.50,3346.50,3457.69,3584.28,3727.68
2937.53,3048.36,3082.50,3130.08,3202.49,3287.30,3385.43,3497.91,3625.98,3771.04
2911.65,3021.50,3055.33,3102.50,3174.27,3258.34,3355.60,3467.09,3594.02,3737.81
2812.46,2918.57,2951.25,2996.81,3066.14,3147.34,3241.29,3348.98,3471.59,3610.48
2649.92,2749.89,2780.69,2823.61,2888.93,2965.44,3053.96,3155.43,3270.95,3401.82
2456.01,2548.67,2577.21,2616.99,2677.53,2748.44,2830.49,2924.53,3031.60,3152.89
2389.50,2479.65,2507.42,2546.13,2605.03,2674.02,2753.84,2845.34,2949.51,3067.51
2307.22,2394.26,2421.07,2458.45,2515.32,2581.93,2659.01,2747.35,2847.94,2961.88
2274.56,2360.37,2386.80,2423.65,2479.71,2545.39,2621.37,2708.46,2807.62,2919.95
2292.87,2379.38,2406.02,2443.16,2499.68,2565.88,2642.48,2730.27,2830.23,2943.46
2366.51,2455.80,2483.29,2521.63,2579.96,2648.29,2727.34,2817.96,2921.13,3038.00
2477.08,2570.53,2599.32,2639.44,2700.50,2772.02,2854.77,2949.62,3057.61,3179.94
2604.62,2702.88,2733.15,2775.34,2839.54,2914.75,3001.75,3101.49,3215.03,3343.66
2727.74,2830.65,2862.34,2906.53,2973.77,3052.52,3143.65,3248.09,3367.01,3501.72
2828.48,2935.19,2968.06,3013.88,3083.60,3165.26,3259.75,3368.05,3491.36,3631.04
2896.10,3005.36,3039.01,3085.93,3157.31,3240.93,3337.68,3448.57,3574.83,3717.85
2928.83,3039.33,3073.36,3120.81,3193.00,3277.56,3375.40,3487.55,3615.23,3759.87
