2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
1000.54,1038.29,1049.91,1066.12,1090.79,1119.67,1153.10,1191.41,1235.03,1284.44
1024.89,1063.56,1075.46,1092.07,1117.33,1146.92,1181.16,1220.40,1265.08,1315.69
1036.69,1075.80,1087.85,1104.65,1130.20,1160.13,1194.76,1234.46,1279.65,1330.85
1038.32,1077.50,1089.56,1106.38,1131.98,1161.95,1196.64,1236.40,1281.66,1332.94
1034.14,1073.15,1085.17,1101.92,1127.41,1157.27,1191.82,1231.42,1276.50,1327.57
1029.00,1067.82,1079.77,1096.44,1121.81,1151.52,1185.89,1225.29,1270.15,1320.97
1026.69,1065.43,1077.35,1093.99,1119.29,1148.94,1183.23,1222.55,1267.31,1318.01
1028.77,1067.59,1079.54,1096.21,1121.57,1151.27,1185.64,1225.03,1269.88,1320.68
1034.08,1073.10,1085.11,1101.86,1127.35,1157.21,1191.75,1231.35,1276.43,1327.50
1039.08,1078.29,1090.36,1107.19,1132.80,1162.81,1197.52,1237.30,1282.60,1333.92
1038.97,1078.17,1090.24,1107.07,1132.68,1162.68,1197.38,1237.17,1282.46,1333.77
1029.18,1068.01,1079.97,1096.64,1122.01,1151.72,1186.10,1225.51,1270.38,1321.20
1032.60,1071.56,1083.56,1100.29,1125.74,1155.55,1190.05,1229.59,1274.60,1325.60
1008.68,1046.73,1058.45,1074.79,1099.66,1128.78,1162.48,1201.10,1245.07,1294.89
954.57,990.59,1001.68,1017.14,1040.67,1068.23,1100.12,1136.67,1178.29,1225.43
882.65,915.95,926.21,940.51,962.26,987.75,1017.23,1051.03,1089.51,1133.10
856.66,888.98,898.94,912.81,933.93,958.66,987.28,1020.08,1057.43,1099.73
826.81,858.01,867.61,881.01,901.39,925.26,952.88,984.54,1020.58,1061.42
815.00,845.75,855.22,868.42,888.51,912.04,939.26,970.47,1006.00,1046.25
823.45,854.52,864.09,877.43,897.72,921.50,949.01,980.54,1016.43,1057.10
850.55,882.64,892.52,906.30,927.27,951.82,980.24,1012.80,1049.88,1091.89
891.21,924.84,935.19,949.63,971.60,997.33,1027.10,1061.22,1100.08,1144.09
938.11,973.51,984.41,999.60,1022.73,1049.81,1081.15,1117.07,1157.97,1204.30
983.40,1020.50,1031.92,1047.85,1072.09,1100.49,1133.34,1170.99,1213.86,1262.43
1020.46,1058.96,1070.82,1087.35,1112.50,1141.97,1176.06,1215.13,1259.62,1310.01
1045.36,1084.80,1096.95,1113.88,1139.65,1169.83,1204.76,1244.78,1290.36,1341.98
1057.45,1097.35,1109.64,1126.77,1152.83,1183.36,1218.69,1259.18,1305.28,1357.50
1059.14,1099.10,1111.41,1128.57,1154.67,1185.25,1220.63,1261.19,1307.36,1359.67
1054.88,1094.68,1106.93,1124.02,1150.02,1180.48,1215.72,1256.11,1302.10,1354.19
